ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0001-7656-8485,10.5751/ES-13842-280123,1708-3087,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/14289,None,None,None
0000-0003-1631-9924,10.1111/acer.70082,2993-7175,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6825,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-4603-333X,10.1080/07434618.2025.2516760,0743-4618,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/767,None,None,None
0000-0002-1583-0782,10.1113/JP289013,0022-3751,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-1583-0782,10.1152/japplphysiol.00863.2024,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0001-5366-7552,10.1080/17549507.2024.2367518,1754-9507,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/912,None,None,None
0000-0001-5366-7552,10.1111/dmcn.15460,0012-1622,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/7644,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-6945-6108,10.1080/1091367X.2024.2422309,1091-367X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5844,None,None,None
0000-0003-4868-0482,10.1080/16184742.2024.2400135,1618-4742,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5260,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-4868-0482,10.1080/23750472.2022.2147859,2375-0472,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/36548,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0003-0348-9203,10.1080/00222216.2023.2215774,0022-2216,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/42056,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0009-0009-6265-7669,10.5281/ZENODO.3715410,No ISSN found,No URL retrieved,,None,None,None,None
0009-0002-2480-9034,10.1097/NNR.0000000000000714,1538-9847,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8890,None,6750:fee_no:Set statement to accompany deposit;,None
0009-0002-2480-9034,10.2196/49185,2369-2960,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/32252,None,None,None
0009-0002-2480-9034,10.3389/fpubh.2023.1282296,2296-2565,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/26087,None,None,None
0000-0001-6192-5654,10.5339/qmj.2025.54,0253-8253,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/24705,None,None,None
0000-0001-6192-5654,10.5339/avi.2025.6,2220-2749,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/20521,None,None,None
0000-0001-6192-5654,10.1002/hsr2.70200,2398-8835,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/34744,None,None,None
0000-0001-5681-0473,10.1007/s40617-024-00967-5,1998-1929,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/28052,None,140:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0009-0000-5375-5894,10.1139/cjz-2021-0135,0008-4301,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10135,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0009-0000-5375-5894,10.3955/046.093.0105,0029-344X,No URL retrieved,,None,None,None,None
0000-0001-8393-4551,10.1007/s11192-024-05215-9,0138-9130,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/2142,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0000-0001-8393-4551,10.1007/s11192-020-03671-7,0138-9130,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/2142,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0000-0002-0158-0081,10.1016/j.marpolbul.2024.117510,0025-326X,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/4653,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0002-0158-0081,10.1093/bioadv/vbae184,2635-0041,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/41271,None,None,None
0000-0003-1983-3945,10.2979/africonfpeacrevi.8.2.02,2156-695X,No URL retrieved,,None,None,None,None
0000-0003-1983-3945,10.3138/ijcs.55.05,1180-3991,No URL retrieved,,None,None,None,None
0000-0003-1983-3945,10.1093/rsq/hdu015,1020-4067,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/695,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
0000-0002-1716-7902,10.53935/2641533x.v8i4.436,2641-533X,No URL retrieved,,None,None,None,None
0000-0002-1716-7902,10.53935/2641533x.v8i2.347,2641-533X,No URL retrieved,,None,None,None,None
0000-0003-1169-6309,10.1177/08445621251345337,0844-5621,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,None,None,None,None
0000-0003-1169-6309,10.5430/jnep.v15n2p73,1925-4059,No URL retrieved,,None,None,None,None
0000-0003-1285-0515,10.1007/s10660-024-09856-z,1389-5753,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/16480,None,None,None
0000-0003-1285-0515,10.1108/INTR-10-2023-0911,1066-2243,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2813,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0003-1285-0515,10.1111/jpim.12765,0737-6782,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/15932,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
0000-0003-1285-0515,10.1177/20552076251332685,2055-2076,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/32162,None,None,None
0000-0003-3969-2756,10.2196/56973,2561-326X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/37212,None,None,None
0000-0002-3214-9745,10.1016/j.ijme.2025.101154,1472-8117,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/22016,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0002-3214-9745,10.1108/ijoa-08-2023-3905,1934-8835,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2733,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0002-3214-9745,10.1108/jarhe-08-2023-0356,2050-7003,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/19187,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0002-3214-9745,10.1080/19420676.2024.2421251,1942-0676,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5740,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-3214-9745,10.1016/j.ijme.2024.101025,1472-8117,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/22016,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0002-3214-9745,10.1108/heswbl-07-2023-0174,2042-3896,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/18435,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0002-3214-9745,10.1108/jic-02-2022-0046,1469-1930,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2848,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0002-3214-9745,10.1142/s1084946723500012,1084-9467,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/9724,3964:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;,3965:fee_no:Set statement to accompany pre-print and authors post-print - see policy Must link to publisher version with DOI Published source must be acknowledged with citation;8346:fee_no:Published source must be acknowledged with citation Must link to published article;8510:fee_no:Upon publication Published source must be acknowledged with citation Must link to published article;,None
0000-0002-3214-9745,10.1108/ijem-03-2022-0102,0951-354X,https://www.emerald.com/insight/site-policies,www.emerald.com,https://v2.sherpa.ac.uk/id/publication/2721,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
0000-0002-3214-9745,10.18280/ijsdp.160801,1743-7601,http://iieta.org/sites/default/files/TEXT%20AND%20DATA%20MINING%20SERVICE%20AGREEMENT.pdf,iieta.org,https://v2.sherpa.ac.uk/id/publication/3608,None,None,None
0000-0002-3214-9745,10.18280/ijsse.110501,2041-9031,http://iieta.org/sites/default/files/TEXT%20AND%20DATA%20MINING%20SERVICE%20AGREEMENT.pdf,iieta.org,https://v2.sherpa.ac.uk/id/publication/3606,None,None,None
0000-0002-3214-9745,10.15678/eber.2021.090209,2353-883X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/39187,None,None,None
0000-0002-3214-9745,10.35808/ijeba/642,2241-4754,No URL retrieved,,None,None,None,None
0000-0002-3214-9745,10.36478/jeasci.2020.851.854,1816-949X,No URL retrieved,,None,None,None,None
0000-0003-2716-2344,10.1037/mac0000218,2211-369X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/20594,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
0000-0003-2716-2344,10.1037/mac0000154,2211-369X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/20594,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
0009-0003-7917-5363,10.23984/fjhas.144936,2343-0591,https://creativecommons.org/licenses/by/4.0,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/44309,None,None,None
0009-0003-7917-5363,10.1007/s12304-024-09574-x,1875-1342,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/16133,None,None,None
0009-0003-7917-5363,10.4000/131oe,1370-267X,https://creativecommons.org/licenses/by-nc-sa/4.0/,creativecommons.org,None,None,None,None
0000-0001-9065-6975,10.1111/jan.16996,0309-2402,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/7035,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-7865-9660,10.1016/j.electacta.2025.146189,0013-4686,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/4625,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0002-7865-9660,10.1021/acsbiomedchemau.4c00027,2694-2437,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/39574,705:fee_no:Must not violate ACS ethical Guidelines;,708:fee_no:Must link to publisher version;,706:fee_no:Must link to publisher version Publisher source must be acknowledged with citation;
0000-0002-7865-9660,10.1039/d4nj02010c,1144-0546,http://creativecommons.org/licenses/by-nc/3.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/18027,None,374:fee_no:no conditions;,None
0000-0002-7865-9660,10.1002/cplu.202300410,2192-6506,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/21324,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-7865-9660,10.1126/sciadv.ade4361,2375-2548,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/29739,None,None,None
0000-0002-7865-9660,10.3390/molecules28093770,1420-3049,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/19458,None,None,None
0000-0002-7865-9660,10.1002/SLCT.202204816,2365-6549,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/31618,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-7865-9660,10.1002/slct.202204816,2365-6549,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/31618,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-7865-9660,10.3390/catal11060708,2073-4344,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22266,None,None,None
0000-0002-7865-9660,10.1021/acs.jnatprod.8b00218,0163-3864,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/3082,None,None,710:fee_yes:no conditions;
0000-0002-7865-9660,10.1055/s-0036-1588515,0936-5214,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/10868,None,None,None
0000-0002-7865-9660,10.1055/s-0031-1290310,0936-5214,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/10868,None,None,None
0000-0002-3991-5211,10.1016/j.ocecoaman.2025.107668,0964-5691,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/17104,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
0000-0002-2859-7588,10.1080/00128775.2025.2501083,0012-8775,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8182,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-2859-7588,10.14712/23361980.2024.15,2336-1980,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/39098,None,6206:fee_no:no conditions;,None
0000-0002-2859-7588,10.5775/fg.2022.044.d,1583-1523,No URL retrieved,,None,None,None,None
0000-0003-4746-2416,10.3233/jad-231083,1387-2877,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/2004,None,None,None
0000-0003-4746-2416,10.1016/j.xphs.2020.12.004,0022-3549,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/13897,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0002-7402-0448,10.1080/07448481.2023.2283735,0744-8481,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18881,None,None,None
0000-0003-1655-5935,10.1016/j.neuint.2025.105952,0197-0186,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/12841,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0002-7827-6491,10.32674/jis.v11i1.1272,2166-3750,https://creativecommons.org/licenses/by-nc-nd/4.0,creativecommons.org,None,None,None,None
0000-0002-7827-6491,10.1525/joae.2020.1.4.428,2637-5192,No URL retrieved,,None,None,None,None
0000-0003-1646-9770,10.5840/philtoday2020109358,0031-8256,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/29738,None,None,None
0000-0003-4906-0090,10.3390/w17131988,2073-4441,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/17529,None,None,None
0000-0003-4906-0090,10.3390/math13071059,2227-7390,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/24812,None,None,None
0000-0003-3430-972X,10.2196/69442,2369-2529,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/32253,None,None,None
0000-0003-3430-972X,10.1016/j.gaitpost.2024.01.025,0966-6362,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/16907,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0003-3430-972X,10.1177/23337214241237119,2333-7214,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,None,None,None,None
0000-0003-3430-972X,10.1177/00187208211059860,0018-7208,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9188,None,None,None
0000-0003-3430-972X,10.1016/j.apmr.2021.06.005,0003-9993,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/4731,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0003-3430-972X,10.1249/mss.0000000000000379,0195-9131,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0009-0007-6904-959X,10.32920/29481119,No ISSN found,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,None,None,None,None
0009-0007-6904-959X,10.1386/scene_00062_2,2044-3714,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18847,5403:fee_no:Published source must be acknowledged Must link to publisher version with DOI when available Set statement to accompany deposit (see policy);,8349:fee_no:Must link to published article Set statement to accompany deposit (see policy) Published source should be acknowledged with citation;,None
0009-0007-6904-959X,10.1386/scene_00058_1,2044-3714,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18847,5403:fee_no:Published source must be acknowledged Must link to publisher version with DOI when available Set statement to accompany deposit (see policy);,8349:fee_no:Must link to published article Set statement to accompany deposit (see policy) Published source should be acknowledged with citation;,None
0009-0007-6904-959X,10.1093/police/paad069,1752-4512,https://creativecommons.org/licenses/by-nc/4.0/,creativecommons.org,None,None,None,None
0009-0007-6904-959X,10.1007/s11896-022-09500-2,0882-0783,https://creativecommons.org/licenses/by/4.0,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/15727,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0009-0007-6904-959X,10.3138/ctr.188.001,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1080/13528165.2020.1930783,1352-8165,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5929,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0009-0007-6904-959X,10.3138/ctr.180.001,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/ctr.159.014,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/ctr.180.007,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1080/13569783.2019.1615874,1356-9783,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6009,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0009-0007-6904-959X,10.3138/tric.40.1_2.27,1196-1198,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/41885,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1080/10486801.2018.1475358,1048-6801,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5112,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0009-0007-6904-959X,10.3138/ctr.169.002,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1162/DRAM_a_00521,1054-2043,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/46046,None,10850:fee_no:no conditions;,None
0009-0007-6904-959X,10.3138/ctr.161.001b,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/ctr.161.001,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1080/13528165.2013.856097,1352-8165,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5929,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0009-0007-6904-959X,10.3138/ctr.153.012,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/CTR.150.3,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/CTR.149.73,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/ctr.147.31,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.3138/ctr.146.3,0315-0836,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6686,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0009-0007-6904-959X,10.1353/tj.2011.0065,1086-332X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8635,None,None,None
0009-0007-6904-959X,10.3138/tric.26.1.xi,1196-1198,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/41885,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
0000-0001-8721-1131,10.1177/14749041251330408,1474-9041,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/14731,None,None,None
0000-0002-0166-5974,10.1080/17501229.2025.2508807,1750-1229,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/19861,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-0166-5974,10.1080/09518398.2025.2470934,0951-8398,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5432,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-6431-5525,10.1111/ijlh.14518,1751-5521,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/7023,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
