,ORCID,DOI,issn,LICENSE_URL
789,0000-0002-5449-3352,10.1016/j.jshs.2017.01.009,2095-2546,https://www.elsevier.com/tdm/userlicense/1.0/
790,0000-0002-5449-3352,10.1097/JSM.0000000000000390,1050-642X,No URL retrieved
791,0000-0002-5449-3352,10.1007/s40279-016-0611-0,0112-1642,http://www.springer.com/tdm
792,0000-0002-5449-3352,10.1007/s40279-015-0433-5,0112-1642,http://www.springer.com/tdm
793,0000-0002-5449-3352,10.1016/j.cjca.2016.01.019,0828-282X,https://www.elsevier.com/tdm/userlicense/1.0/
794,0000-0002-5449-3352,10.1016/j.jsams.2015.09.005,1440-2440,https://www.elsevier.com/tdm/userlicense/1.0/
795,0000-0002-5449-3352,10.1186/s40798-015-0026-8,2199-1170,http://creativecommons.org/licenses/by/4.0
796,0000-0002-5449-3352,10.1097/jsm.0000000000000130,1050-642X,No URL retrieved
797,0000-0002-5449-3352,10.1016/j.jsams.2014.03.003,1440-2440,https://www.elsevier.com/tdm/userlicense/1.0/
798,0000-0002-5449-3352,10.1097/JSM.0000000000000130,1050-642X,No URL retrieved
799,0000-0002-5449-3352,10.1016/j.ypmed.2014.11.011,0091-7435,https://www.elsevier.com/tdm/userlicense/1.0/
800,0000-0002-5449-3352,10.1080/17461391.2014.884169,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor
801,0000-0002-5449-3352,10.1055/s-0033-1358478,0172-4622,No URL retrieved
802,0000-0002-5449-3352,10.1016/j.jsams.2013.04.018,1440-2440,No URL retrieved
803,0000-0002-5449-3352,10.1093/heapro/das069,0957-4824,No URL retrieved
804,0000-0002-5449-3352,10.1080/02640414.2012.718091,0264-0414,No URL retrieved
805,0000-0002-5449-3352,10.1139/h2012-042,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
806,0000-0002-5449-3352,10.1139/H2012-042,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
807,0000-0002-5449-3352,10.1007/s12170-012-0239-z,1932-9520,http://www.springer.com/tdm
808,0000-0002-5449-3352,10.1055/s-0031-1291185,0172-4622,No URL retrieved
809,0000-0002-5449-3352,10.1007/s00421-012-2311-2,1439-6319,http://www.springer.com/tdm
810,0000-0002-5449-3352,10.1055/s-0031-1297956,0172-4622,No URL retrieved
811,0000-0002-5449-3352,10.1139/h11-048,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
812,0000-0002-5449-3352,10.1139/h11-063,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
813,0000-0002-5449-3352,10.1139/h11-050,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
814,0000-0002-5449-3352,10.1139/h11-061,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
815,0000-0002-5449-3352,10.3810/psm.2011.05.1904,0091-3847,No URL retrieved
816,0000-0002-5449-3352,10.1519/SSC.0b013e318211bd28,1524-1602,No URL retrieved
817,0000-0002-5449-3352,10.1139/H11-048,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
818,0000-0002-5449-3352,10.1139/H11-063,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
819,0000-0002-5449-3352,10.1139/H11-050,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
820,0000-0002-5449-3352,10.1139/H11-061,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
821,0000-0002-5449-3352,10.1007/s00421-010-1817-8,1439-6319,http://www.springer.com/tdm
822,0000-0002-5449-3352,10.1080/02640414.2010.510847,0264-0414,No URL retrieved
823,0000-0002-5449-3352,10.1249/mss.0b013e3181cd5cd3,0195-9131,No URL retrieved
824,0000-0002-5449-3352,10.3810/psm.2010.04.1764,0091-3847,No URL retrieved
825,0000-0002-5449-3352,10.1139/h09-122,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
826,0000-0002-5449-3352,10.1139/H09-122,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining
827,0000-0002-5449-3352,10.1249/MSS.0b013e3181cd5cd3,0195-9131,No URL retrieved
828,0000-0002-5449-3352,10.1080/17477160701789679,1747-7166,No URL retrieved
829,0000-0002-5449-3352,10.1519/JSC.0b013e318181ac20,1064-8011,No URL retrieved
830,0000-0002-5449-3352,10.1519/r-21496.1,1064-8011,No URL retrieved
831,0000-0002-5449-3352,10.1519/R-21496.1,1064-8011,No URL retrieved
832,0000-0002-5993-2633,10.1038/s41574-024-01061-0,1759-5029,https://www.springernature.com/gp/researchers/text-and-data-mining
833,0000-0002-0048-491X,10.1038/s41366-024-01528-0,0307-0565,https://creativecommons.org/licenses/by/4.0
834,0000-0002-0048-491X,10.1038/S41366-024-01528-0,0307-0565,https://creativecommons.org/licenses/by/4.0
835,0000-0002-0048-491X,10.1161/CIRCGENETICS.109.917039,1942-325X,No URL retrieved
836,0000-0002-0048-491X,10.1093/HMG/DDP218,1460-2083,No URL retrieved
837,0000-0002-0048-491X,10.2337/DB06-0189,0012-1797,No URL retrieved
838,0000-0002-0048-491X,10.1038/SJ.IJO.0803127,0307-0565,http://www.springer.com/tdm
839,0000-0002-0048-491X,10.2337/DIACARE.28.1.108,0149-5992,No URL retrieved
840,0000-0002-0048-491X,10.2337/DIABETES.54.7.2251,0012-1797,No URL retrieved
841,0000-0002-0048-491X,10.1002/(SICI)1520-6300(1998)10:3<280::AID-AJHB2>3.0.CO;2-N,1042-0533,http://doi.wiley.com/10.1002/tdm_license_1.1
842,0000-0002-0048-491X,10.1038/SJ.IJO.0802869,0307-0565,http://www.springer.com/tdm
843,0000-0002-0048-491X,10.2337/DIABETES.53.6.1603,0012-1797,No URL retrieved
844,0000-0002-0048-491X,10.1002/1520-6300(200102/03)13:2<190::AID-AJHB1028>3.3.CO;2-E,1042-0533,http://doi.wiley.com/10.1002/tdm_license_1
845,0000-0002-0048-491X,10.1080/030144600419305,0301-4460,No URL retrieved
846,0000-0002-0048-491X,10.1002/(SICI)1520-6300(200005/06)12:3<395::AID-AJHB10>3.0.CO;2-J,1042-0533,http://doi.wiley.com/10.1002/tdm_license_1.1
847,0000-0002-0048-491X,10.1123/PES.11.3.208,0899-8493,No URL retrieved
848,0000-0002-0048-491X,10.1093/AJCN/69.6.1123,0002-9165,https://www.elsevier.com/tdm/userlicense/1.0/
849,0000-0002-0048-491X,10.1007/BF00423119,0301-5548,http://www.springer.com/tdm
